index,baseline_scores
725,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 1.0, 'Overall_Average': 1.6, 'ROUGE-1': 0.2337662337662338, 'ROUGE-2': 0.09210526315789473, 'ROUGE-L': 0.15584415584415584, 'BLEU': 0.02825100597603787}"
726,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.15525114155251143, 'ROUGE-2': 0.018433179723502304, 'ROUGE-L': 0.12785388127853883, 'BLEU': 0.007301687821404009}"
727,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.20952380952380953, 'ROUGE-2': 0.05825242718446603, 'ROUGE-L': 0.1904761904761905, 'BLEU': 0.02091531380248063}"
728,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.18090452261306533, 'ROUGE-2': 0.04060913705583756, 'ROUGE-L': 0.1407035175879397, 'BLEU': 0.009110839841853768}"
729,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.11320754716981131, 'ROUGE-2': 0.012738853503184714, 'ROUGE-L': 0.11320754716981131, 'BLEU': 0.007590213243935784}"
730,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22950819672131142, 'ROUGE-2': 0.07734806629834254, 'ROUGE-L': 0.15300546448087432, 'BLEU': 0.01166716194044473}"
731,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.15053763440860216, 'ROUGE-2': 0.010869565217391304, 'ROUGE-L': 0.11827956989247311, 'BLEU': 0.007301687821404009}"
732,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.10050251256281406, 'ROUGE-2': 0.02030456852791878, 'ROUGE-L': 0.09045226130653267, 'BLEU': 0.003608339976310403}"
733,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.4390243902439025, 'ROUGE-2': 0.15384615384615383, 'ROUGE-L': 0.34146341463414637, 'BLEU': 0.03931435724915834}"
734,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.09574468085106382, 'ROUGE-2': 0.01075268817204301, 'ROUGE-L': 0.07446808510638298, 'BLEU': 0.005945057285527958}"
735,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.33484162895927605, 'ROUGE-2': 0.136986301369863, 'ROUGE-L': 0.26244343891402716, 'BLEU': 0.027713027382930695}"
736,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2816901408450704, 'ROUGE-2': 0.057971014492753624, 'ROUGE-L': 0.22535211267605634, 'BLEU': 0.019067866794909585}"
737,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.3111111111111111, 'ROUGE-2': 0.04545454545454545, 'ROUGE-L': 0.24444444444444446, 'BLEU': 0.021671658082363543}"
738,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.21518987341772153, 'ROUGE-2': 0.0, 'ROUGE-L': 0.12658227848101267, 'BLEU': 0.007131138738131885}"
739,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2830188679245283, 'ROUGE-2': 0.09615384615384616, 'ROUGE-L': 0.2075471698113208, 'BLEU': 0.028777066512281138}"
740,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3902439024390244, 'ROUGE-2': 0.05128205128205128, 'ROUGE-L': 0.2926829268292683, 'BLEU': 0.018846801227580562}"
741,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.14746543778801843, 'ROUGE-2': 0.018604651162790697, 'ROUGE-L': 0.11981566820276499, 'BLEU': 0.007313445309309749}"
742,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2577777777777778, 'ROUGE-2': 0.07174887892376682, 'ROUGE-L': 0.19555555555555557, 'BLEU': 0.023505492443022795}"
743,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.21428571428571427, 'ROUGE-2': 0.08433734939759036, 'ROUGE-L': 0.16666666666666669, 'BLEU': 0.03412115681235549}"
744,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.14193548387096774, 'ROUGE-2': 0.0, 'ROUGE-L': 0.0903225806451613, 'BLEU': 0.006052304862418819}"
745,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.14606741573033707, 'ROUGE-2': 0.06818181818181819, 'ROUGE-L': 0.13483146067415727, 'BLEU': 0.009141538429473137}"
746,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1350210970464135, 'ROUGE-2': 0.0, 'ROUGE-L': 0.10970464135021098, 'BLEU': 0.0048319218750465884}"
747,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.18867924528301888, 'ROUGE-2': 0.0784313725490196, 'ROUGE-L': 0.18867924528301888, 'BLEU': 0.02117853138494786}"
748,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.25, 'ROUGE-2': 0.0, 'ROUGE-L': 0.2, 'BLEU': 0.011474553169679392}"
749,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.2, 'ROUGE-2': 0.020202020202020204, 'ROUGE-L': 0.11, 'BLEU': 0.008098357916670485}"
750,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.26666666666666666, 'ROUGE-2': 0.03448275862068965, 'ROUGE-L': 0.16666666666666669, 'BLEU': 0.022969286266964956}"
751,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.176, 'ROUGE-2': 0.09756097560975611, 'ROUGE-L': 0.128, 'BLEU': 0.04033682918454649}"
752,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1460674157303371, 'ROUGE-2': 0.011363636363636364, 'ROUGE-L': 0.12359550561797754, 'BLEU': 0.006571716441332117}"
753,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.2235294117647059, 'ROUGE-2': 0.05952380952380952, 'ROUGE-L': 0.11764705882352941, 'BLEU': 0.011305032623295495}"
754,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.22950819672131148, 'ROUGE-2': 0.03333333333333334, 'ROUGE-L': 0.16393442622950818, 'BLEU': 0.02737149578371509}"
755,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.12222222222222222, 'ROUGE-2': 0.011235955056179777, 'ROUGE-L': 0.1, 'BLEU': 0.006798699351600592}"
756,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23529411764705882, 'ROUGE-2': 0.09090909090909093, 'ROUGE-L': 0.23529411764705882, 'BLEU': 0.023551706799573583}"
757,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.30000000000000004, 'ROUGE-2': 0.04081632653061225, 'ROUGE-L': 0.18000000000000002, 'BLEU': 0.019207602313885644}"
758,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.273972602739726, 'ROUGE-2': 0.05633802816901408, 'ROUGE-L': 0.2191780821917808, 'BLEU': 0.010198554252422457}"
759,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.1958762886597938, 'ROUGE-2': 0.08333333333333333, 'ROUGE-L': 0.16494845360824742, 'BLEU': 0.034379861612100056}"
760,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.3, 'ROUGE-2': 0.05128205128205128, 'ROUGE-L': 0.2, 'BLEU': 0.010714279622841726}"
761,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.19213973799126635, 'ROUGE-2': 0.04405286343612335, 'ROUGE-L': 0.1222707423580786, 'BLEU': 0.019788877541130408}"
762,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.21854304635761593, 'ROUGE-2': 0.039999999999999994, 'ROUGE-L': 0.15231788079470202, 'BLEU': 0.010110620368023966}"
763,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.25806451612903225, 'ROUGE-2': 0.03278688524590164, 'ROUGE-L': 0.14516129032258063, 'BLEU': 0.01362025117489782}"
764,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.20253164556962025, 'ROUGE-2': 0.05106382978723405, 'ROUGE-L': 0.16033755274261605, 'BLEU': 0.027930857262263697}"
765,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.13793103448275862, 'ROUGE-2': 0.0, 'ROUGE-L': 0.13793103448275862, 'BLEU': 0.0076582514000055205}"
766,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.09655172413793105, 'ROUGE-2': 0.02797202797202797, 'ROUGE-L': 0.09655172413793105, 'BLEU': 0.006875452218678447}"
767,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.2358974358974359, 'ROUGE-2': 0.031088082901554407, 'ROUGE-L': 0.15384615384615385, 'BLEU': 0.012446297889721871}"
768,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.17721518987341772, 'ROUGE-2': 0.08974358974358974, 'ROUGE-L': 0.17721518987341772, 'BLEU': 0.009423601796282825}"
769,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.208955223880597, 'ROUGE-2': 0.030769230769230774, 'ROUGE-L': 0.14925373134328357, 'BLEU': 0.020070483730181776}"
770,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.3153153153153153, 'ROUGE-2': 0.045454545454545456, 'ROUGE-L': 0.1981981981981982, 'BLEU': 0.026959104278435557}"
771,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.2061855670103093, 'ROUGE-2': 0.05208333333333333, 'ROUGE-L': 0.16494845360824742, 'BLEU': 0.011234476661519886}"
772,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.19047619047619047, 'ROUGE-2': 0.03278688524590164, 'ROUGE-L': 0.19047619047619047, 'BLEU': 0.02145945027627191}"
773,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.2131979695431472, 'ROUGE-2': 0.030769230769230767, 'ROUGE-L': 0.1319796954314721, 'BLEU': 0.010042694409186778}"
774,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.09278350515463918, 'ROUGE-2': 0.010416666666666664, 'ROUGE-L': 0.07216494845360824, 'BLEU': 0.0055684848643379695}"
775,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.0891089108910891, 'ROUGE-2': 0.02, 'ROUGE-L': 0.07920792079207921, 'BLEU': 0.005767912129192228}"
776,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.273972602739726, 'ROUGE-2': 0.07373271889400922, 'ROUGE-L': 0.182648401826484, 'BLEU': 0.013372834647151598}"
777,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.3084577114427861, 'ROUGE-2': 0.06030150753768845, 'ROUGE-L': 0.208955223880597, 'BLEU': 0.01865389949037003}"
778,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.16513761467889906, 'ROUGE-2': 0.037037037037037035, 'ROUGE-L': 0.11926605504587157, 'BLEU': 0.008553854278381363}"
779,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.27083333333333326, 'ROUGE-2': 0.06315789473684211, 'ROUGE-L': 0.11458333333333334, 'BLEU': 0.023553971098865818}"
780,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.3090909090909091, 'ROUGE-2': 0.055045871559633024, 'ROUGE-L': 0.21818181818181817, 'BLEU': 0.028448598750539872}"
781,"{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2815533980582524, 'ROUGE-2': 0.09803921568627451, 'ROUGE-L': 0.21359223300970875, 'BLEU': 0.022562592095648933}"
782,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.05442176870748299, 'ROUGE-2': 0.0, 'ROUGE-L': 0.05442176870748299, 'BLEU': 0.003596473631837709}"
783,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.1317365269461078, 'ROUGE-2': 0.024242424242424246, 'ROUGE-L': 0.11976047904191617, 'BLEU': 0.004057148195260665}"
784,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.0880503144654088, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07547169811320754, 'BLEU': 0.0032249213960081984}"
785,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.20994475138121546, 'ROUGE-2': 0.1005586592178771, 'ROUGE-L': 0.15469613259668508, 'BLEU': 0.023429180176992057}"
786,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.22340425531914893, 'ROUGE-2': 0.08602150537634409, 'ROUGE-L': 0.2021276595744681, 'BLEU': 0.012184436212069055}"
787,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.3902439024390244, 'ROUGE-2': 0.15, 'ROUGE-L': 0.2926829268292683, 'BLEU': 0.05315641397029643}"
788,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.15454545454545454, 'ROUGE-2': 0.027522935779816512, 'ROUGE-L': 0.13636363636363635, 'BLEU': 0.008837137216393067}"
789,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2159090909090909, 'ROUGE-2': 0.04597701149425288, 'ROUGE-L': 0.1590909090909091, 'BLEU': 0.012754739723285622}"
790,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.21897810218978103, 'ROUGE-2': 0.10370370370370369, 'ROUGE-L': 0.20437956204379562, 'BLEU': 0.013022930773038708}"
791,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.05617977528089888, 'ROUGE-2': 0.0, 'ROUGE-L': 0.04494382022471911, 'BLEU': 0.002997259685238922}"
792,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.15568862275449102, 'ROUGE-2': 0.03636363636363637, 'ROUGE-L': 0.10778443113772455, 'BLEU': 0.009586142633766885}"
793,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.14814814814814817, 'ROUGE-2': 0.015037593984962407, 'ROUGE-L': 0.11851851851851854, 'BLEU': 0.008863644141478118}"
794,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.1986754966887417, 'ROUGE-2': 0.040268456375838924, 'ROUGE-L': 0.1456953642384106, 'BLEU': 0.00545473163229105}"
795,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.1724137931034483, 'ROUGE-2': 0.07142857142857142, 'ROUGE-L': 0.1724137931034483, 'BLEU': 0.01835398676436478}"
796,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.10185185185185186, 'ROUGE-2': 0.046728971962616814, 'ROUGE-L': 0.10185185185185186, 'BLEU': 0.015132466299079158}"
797,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.09302325581395347, 'ROUGE-2': 0.0, 'ROUGE-L': 0.09302325581395347, 'BLEU': 0.004898257820763597}"
798,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.26016260162601623, 'ROUGE-2': 0.049586776859504134, 'ROUGE-L': 0.21138211382113817, 'BLEU': 0.016500183966878905}"
799,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.0578034682080925, 'ROUGE-2': 0.023391812865497078, 'ROUGE-L': 0.0578034682080925, 'BLEU': 0.0052262937235486}"
800,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.15757575757575756, 'ROUGE-2': 0.049079754601226995, 'ROUGE-L': 0.10909090909090909, 'BLEU': 0.012296700362356293}"
801,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.0, 'ROUGE-2': 0.0, 'ROUGE-L': 0, 'BLEU': 0}"
802,"{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.16753926701570682, 'ROUGE-2': 0.052910052910052914, 'ROUGE-L': 0.14659685863874347, 'BLEU': 0.01057956326437638}"
803,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.17297297297297298, 'ROUGE-2': 0.054644808743169404, 'ROUGE-L': 0.15135135135135133, 'BLEU': 0.014900804101667796}"
804,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.21348314606741572, 'ROUGE-2': 0.045454545454545456, 'ROUGE-L': 0.19101123595505617, 'BLEU': 0.00977118027331424}"
805,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.130718954248366, 'ROUGE-2': 0.01324503311258278, 'ROUGE-L': 0.1045751633986928, 'BLEU': 0.007405065335911971}"
806,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 2.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.26490066225165565, 'ROUGE-2': 0.053691275167785234, 'ROUGE-L': 0.15894039735099336, 'BLEU': 0.018729721216926697}"
807,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.1941747572815534, 'ROUGE-2': 0.04901960784313726, 'ROUGE-L': 0.1553398058252427, 'BLEU': 0.00850716008213628}"
808,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.21138211382113822, 'ROUGE-2': 0.01652892561983471, 'ROUGE-L': 0.13008130081300812, 'BLEU': 0.013119980116984625}"
809,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.2706766917293233, 'ROUGE-2': 0.12213740458015267, 'ROUGE-L': 0.22556390977443605, 'BLEU': 0.03210641011174957}"
810,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.23140495867768596, 'ROUGE-2': 0.11764705882352942, 'ROUGE-L': 0.21487603305785122, 'BLEU': 0.02262581366088376}"
811,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.19883040935672516, 'ROUGE-2': 0.08284023668639054, 'ROUGE-L': 0.1754385964912281, 'BLEU': 0.022288715038840112}"
812,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.11267605633802817, 'ROUGE-2': 0.02898550724637681, 'ROUGE-L': 0.11267605633802817, 'BLEU': 0.017870489946657547}"
