index,bart_scores,t5_movie_scores,t5_synthetic_scores
791,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.1301775147928994, 'ROUGE-2': 0.011976047904191617, 'ROUGE-L': 0.10650887573964497, 'BLEU': 0.007115741433844469}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.14388489208633093, 'ROUGE-2': 0.0, 'ROUGE-L': 0.12949640287769787, 'BLEU': 0.004619102721885521}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.15533980582524273, 'ROUGE-2': 0.0, 'ROUGE-L': 0.0970873786407767, 'BLEU': 0.005650346101207478}"
792,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.15789473684210525, 'ROUGE-2': 0.02666666666666667, 'ROUGE-L': 0.10526315789473685, 'BLEU': 0.008601547650904864}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.1111111111111111, 'ROUGE-2': 0.014084507042253523, 'ROUGE-L': 0.08333333333333331, 'BLEU': 0.008583318155445357}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.15254237288135594, 'ROUGE-2': 0.0, 'ROUGE-L': 0.11864406779661017, 'BLEU': 0.006455075897743662}"
793,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.17441860465116277, 'ROUGE-2': 0.058823529411764705, 'ROUGE-L': 0.1627906976744186, 'BLEU': 0.011689623831606297}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.20512820512820515, 'ROUGE-2': 0.05194805194805195, 'ROUGE-L': 0.16666666666666669, 'BLEU': 0.013086531181933784}","{'Descriptiveness': 3.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.112, 'ROUGE-2': 0.016260162601626015, 'ROUGE-L': 0.096, 'BLEU': 0.01050639890524698}"
794,"{'Descriptiveness': 4.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24, 'ROUGE-2': 0.0, 'ROUGE-L': 0.13714285714285715, 'BLEU': 0.005705385146091322}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24827586206896546, 'ROUGE-2': 0.0, 'ROUGE-L': 0.15172413793103448, 'BLEU': 0.00697178147749889}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.23529411764705882, 'ROUGE-2': 0.024096385542168676, 'ROUGE-L': 0.11764705882352941, 'BLEU': 0.019293432479701014}"
795,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.1388888888888889, 'ROUGE-2': 0.04225352112676056, 'ROUGE-L': 0.09722222222222222, 'BLEU': 0.009817000917991784}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.13846153846153847, 'ROUGE-2': 0.0625, 'ROUGE-L': 0.12307692307692308, 'BLEU': 0.010539897228982789}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.17543859649122806, 'ROUGE-2': 0.03636363636363636, 'ROUGE-L': 0.17543859649122806, 'BLEU': 0.02013972379710785}"
796,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.22950819672131142, 'ROUGE-2': 0.07734806629834254, 'ROUGE-L': 0.16393442622950818, 'BLEU': 0.025163642776215547}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.2533333333333333, 'ROUGE-2': 0.06756756756756757, 'ROUGE-L': 0.16, 'BLEU': 0.02105672037090889}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 3.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.288135593220339, 'ROUGE-2': 0.03448275862068966, 'ROUGE-L': 0.22033898305084745, 'BLEU': 0.013315466495031484}"
797,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.2359550561797753, 'ROUGE-2': 0.056818181818181816, 'ROUGE-L': 0.19101123595505617, 'BLEU': 0.01850986274515226}","{'Descriptiveness': 5.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.22360248447204972, 'ROUGE-2': 0.03773584905660377, 'ROUGE-L': 0.1739130434782609, 'BLEU': 0.012595364646456681}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.248062015503876, 'ROUGE-2': 0.031496062992125984, 'ROUGE-L': 0.18604651162790695, 'BLEU': 0.015545194613863429}"
798,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.27956989247311825, 'ROUGE-2': 0.043478260869565216, 'ROUGE-L': 0.20430107526881722, 'BLEU': 0.012659902366766231}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.2774566473988439, 'ROUGE-2': 0.05847953216374269, 'ROUGE-L': 0.19653179190751444, 'BLEU': 0.014195700645967578}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.32608695652173914, 'ROUGE-2': 0.06666666666666665, 'ROUGE-L': 0.21739130434782608, 'BLEU': 0.02643689193581022}"
799,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.14634146341463414, 'ROUGE-2': 0.04938271604938272, 'ROUGE-L': 0.12195121951219513, 'BLEU': 0.009729342187099607}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.1643835616438356, 'ROUGE-2': 0.013888888888888888, 'ROUGE-L': 0.12328767123287673, 'BLEU': 0.004631667100449975}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.16071428571428573, 'ROUGE-2': 0.05454545454545454, 'ROUGE-L': 0.10714285714285715, 'BLEU': 0.010473736109454547}"
800,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.22085889570552145, 'ROUGE-2': 0.02484472049689441, 'ROUGE-L': 0.17177914110429449, 'BLEU': 0.011172078046616015}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2550335570469799, 'ROUGE-2': 0.027210884353741492, 'ROUGE-L': 0.1342281879194631, 'BLEU': 0.012333535239882452}","{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 2.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.13793103448275862, 'ROUGE-2': 0.0, 'ROUGE-L': 0.13793103448275862, 'BLEU': 0.006253135870255518}"
801,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.25142857142857145, 'ROUGE-2': 0.057803468208092484, 'ROUGE-L': 0.17142857142857143, 'BLEU': 0.019571796956953078}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.24675324675324675, 'ROUGE-2': 0.06578947368421052, 'ROUGE-L': 0.22077922077922077, 'BLEU': 0.020999547657464288}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.22429906542056074, 'ROUGE-2': 0.0, 'ROUGE-L': 0.16822429906542055, 'BLEU': 0.008526322607154998}"
802,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.20118343195266272, 'ROUGE-2': 0.08383233532934133, 'ROUGE-L': 0.16568047337278105, 'BLEU': 0.023208322883331453}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.19753086419753085, 'ROUGE-2': 0.062499999999999986, 'ROUGE-L': 0.16049382716049382, 'BLEU': 0.014550280512824152}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.20289855072463767, 'ROUGE-2': 0.029411764705882353, 'ROUGE-L': 0.14492753623188404, 'BLEU': 0.01160858095853304}"
803,"{'Descriptiveness': 4.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2983425414364641, 'ROUGE-2': 0.1005586592178771, 'ROUGE-L': 0.1878453038674033, 'BLEU': 0.01697724336982999}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.30857142857142855, 'ROUGE-2': 0.11560693641618495, 'ROUGE-L': 0.2285714285714286, 'BLEU': 0.023869093579121693}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.3221476510067114, 'ROUGE-2': 0.0816326530612245, 'ROUGE-L': 0.2147651006711409, 'BLEU': 0.018152025043297482}"
804,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.20652173913043476, 'ROUGE-2': 0.04395604395604396, 'ROUGE-L': 0.16304347826086957, 'BLEU': 0.008848969870012638}","{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.26829268292682923, 'ROUGE-2': 0.037037037037037035, 'ROUGE-L': 0.17073170731707318, 'BLEU': 0.012378637051991414}","{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.2692307692307693, 'ROUGE-2': 0.0196078431372549, 'ROUGE-L': 0.2115384615384615, 'BLEU': 0.017468033070003053}"
805,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.23121387283236994, 'ROUGE-2': 0.03508771929824561, 'ROUGE-L': 0.16184971098265896, 'BLEU': 0.009068073132514792}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.21052631578947364, 'ROUGE-2': 0.02666666666666667, 'ROUGE-L': 0.1973684210526316, 'BLEU': 0.010111984415626116}","{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.23333333333333334, 'ROUGE-2': 0.01694915254237288, 'ROUGE-L': 0.16666666666666666, 'BLEU': 0.01346605066381892}"
806,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2681564245810056, 'ROUGE-2': 0.11299435028248586, 'ROUGE-L': 0.1564245810055866, 'BLEU': 0.05509229832567171}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.2716049382716049, 'ROUGE-2': 0.025, 'ROUGE-L': 0.17283950617283952, 'BLEU': 0.012191114215386533}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.29885057471264365, 'ROUGE-2': 0.023529411764705882, 'ROUGE-L': 0.20689655172413796, 'BLEU': 0.021768940312835407}"
807,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.19889502762430938, 'ROUGE-2': 0.022346368715083796, 'ROUGE-L': 0.143646408839779, 'BLEU': 0.009311376702362009}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.2285714285714286, 'ROUGE-2': 0.046242774566473986, 'ROUGE-L': 0.16, 'BLEU': 0.011504403198670694}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.2465753424657534, 'ROUGE-2': 0.041666666666666664, 'ROUGE-L': 0.2054794520547945, 'BLEU': 0.012748554910220799}"
808,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.21739130434782608, 'ROUGE-2': 0.021978021978021976, 'ROUGE-L': 0.14130434782608695, 'BLEU': 0.00946975393195376}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.2890173410404624, 'ROUGE-2': 0.07017543859649122, 'ROUGE-L': 0.17341040462427745, 'BLEU': 0.01437864135590239}","{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.21768707482993196, 'ROUGE-2': 0.0, 'ROUGE-L': 0.1360544217687075, 'BLEU': 0.0070766312140077125}"
809,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24719101123595505, 'ROUGE-2': 0.06818181818181818, 'ROUGE-L': 0.1797752808988764, 'BLEU': 0.026959009683923122}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.3357664233576642, 'ROUGE-2': 0.11851851851851852, 'ROUGE-L': 0.218978102189781, 'BLEU': 0.038280287345469836}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.31884057971014496, 'ROUGE-2': 0.044117647058823525, 'ROUGE-L': 0.21739130434782608, 'BLEU': 0.014861740981872516}"
810,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.18300653594771243, 'ROUGE-2': 0.013245033112582781, 'ROUGE-L': 0.13071895424836602, 'BLEU': 0.008806156384526535}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.19580419580419584, 'ROUGE-2': 0.014184397163120567, 'ROUGE-L': 0.1258741258741259, 'BLEU': 0.00949900301366689}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.21666666666666665, 'ROUGE-2': 0.0, 'ROUGE-L': 0.15000000000000002, 'BLEU': 0.006598465189575952}"
811,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.1951219512195122, 'ROUGE-2': 0.01234567901234568, 'ROUGE-L': 0.13414634146341464, 'BLEU': 0.008922937131534334}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.23287671232876714, 'ROUGE-2': 0.05555555555555556, 'ROUGE-L': 0.13698630136986303, 'BLEU': 0.0182170437201075}","{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 2.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.2037037037037037, 'ROUGE-2': 0.0, 'ROUGE-L': 0.16666666666666666, 'BLEU': 0.007663263893816926}"
812,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.19161676646706585, 'ROUGE-2': 0.03636363636363636, 'ROUGE-L': 0.1317365269461078, 'BLEU': 0.009888171722575263}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.19354838709677416, 'ROUGE-2': 0.03921568627450981, 'ROUGE-L': 0.15483870967741933, 'BLEU': 0.010543490939129456}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.23404255319148937, 'ROUGE-2': 0.04347826086956522, 'ROUGE-L': 0.1702127659574468, 'BLEU': 0.018125888317442634}"
813,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.3371647509578544, 'ROUGE-2': 0.03861003861003861, 'ROUGE-L': 0.19157088122605362, 'BLEU': 0.016050923909567253}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.32499999999999996, 'ROUGE-2': 0.05042016806722689, 'ROUGE-L': 0.2, 'BLEU': 0.018369320303355415}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2403846153846154, 'ROUGE-2': 0.00970873786407767, 'ROUGE-L': 0.14423076923076925, 'BLEU': 0.009518866964231109}"
814,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.30927835051546393, 'ROUGE-2': 0.052083333333333336, 'ROUGE-L': 0.21649484536082475, 'BLEU': 0.014869716781221785}","{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3043478260869565, 'ROUGE-2': 0.04395604395604396, 'ROUGE-L': 0.19565217391304346, 'BLEU': 0.015727196046539157}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.34838709677419355, 'ROUGE-2': 0.05228758169934641, 'ROUGE-L': 0.21935483870967742, 'BLEU': 0.018749290211828425}"
815,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.2111111111111111, 'ROUGE-2': 0.06741573033707864, 'ROUGE-L': 0.14444444444444446, 'BLEU': 0.009897004969675556}","{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.23287671232876708, 'ROUGE-2': 0.06944444444444445, 'ROUGE-L': 0.136986301369863, 'BLEU': 0.01095093580314553}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.27272727272727276, 'ROUGE-2': 0.046511627906976744, 'ROUGE-L': 0.20454545454545456, 'BLEU': 0.017874688045002717}"
816,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.32628398791540786, 'ROUGE-2': 0.054711246200607896, 'ROUGE-L': 0.17522658610271902, 'BLEU': 0.024001736194298365}","{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.3432343234323433, 'ROUGE-2': 0.07308970099667775, 'ROUGE-L': 0.1848184818481848, 'BLEU': 0.0228916474757025}","{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 4.0, 'ROUGE-1': 0.24242424242424243, 'ROUGE-2': 0.015267175572519085, 'ROUGE-L': 0.14393939393939395, 'BLEU': 0.005353616617466742}"
817,"{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.30687830687830686, 'ROUGE-2': 0.03208556149732621, 'ROUGE-L': 0.2010582010582011, 'BLEU': 0.012407539998124028}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3258426966292135, 'ROUGE-2': 0.07954545454545454, 'ROUGE-L': 0.2247191011235955, 'BLEU': 0.021769737679868676}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.38848920863309355, 'ROUGE-2': 0.13138686131386862, 'ROUGE-L': 0.2302158273381295, 'BLEU': 0.04787480380131967}"
818,"{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.33636363636363636, 'ROUGE-2': 0.06422018348623854, 'ROUGE-L': 0.21818181818181817, 'BLEU': 0.02333592968302292}","{'Descriptiveness': 4.0, 'Coherence': 5.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.3601895734597156, 'ROUGE-2': 0.057416267942583726, 'ROUGE-L': 0.22748815165876776, 'BLEU': 0.015921718792122796}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 5.0, 'ROUGE-1': 0.3209876543209877, 'ROUGE-2': 0.037500000000000006, 'ROUGE-L': 0.20987654320987656, 'BLEU': 0.019099064860982153}"
819,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.25609756097560976, 'ROUGE-2': 0.04938271604938272, 'ROUGE-L': 0.15853658536585366, 'BLEU': 0.010837048153218004}","{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2684563758389262, 'ROUGE-2': 0.05442176870748299, 'ROUGE-L': 0.16107382550335572, 'BLEU': 0.013527553683582594}","{'Descriptiveness': 5.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.8, 'ROUGE-1': 0.28865979381443296, 'ROUGE-2': 0.021052631578947368, 'ROUGE-L': 0.12371134020618557, 'BLEU': 0.016383210429523586}"
